embedding_source,run_name,n_neighbors,min_dist,random_state,standardized_before_umap,pre_reduction,metric,standardization_scope,umap_transform_mode,subset_name,material_id,family,split,formula,target_formation_energy_peratom,pretrained_prediction,absolute_error,error_group,umap1,umap2,embedding_npz_path,embedding_npz_key,embedding_row_index,embedding_dim,layer_name,module_path,filename,structure_path,source_manifest,n_atoms,is_oxide,is_nitride,is_oxynitride
last_alignn_pool,balanced_pool_transform_fixed_test_nitride,50,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-22671,oxide,train,NaCrO2,-1.8573,-1.854291081428528,0.0030089185714721,,12.997709274291992,2.9708688259124756,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,10,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-22671.vasp,data_shared/oxide/structures/POSCAR-JVASP-22671.vasp,data_shared/oxide/manifests/pool.csv,4,True,False,False
last_alignn_pool,balanced_pool_transform_fixed_test_nitride,50,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-49894,oxide,train,PrTiO3,-3.33859,-3.335144519805908,0.0034454801940917,,13.979581832885742,6.8740234375,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,11,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-49894.vasp,data_shared/oxide/structures/POSCAR-JVASP-49894.vasp,data_shared/oxide/manifests/pool.csv,5,True,False,False
last_alignn_pool,balanced_pool_transform_fixed_test_nitride,50,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-98801,oxide,train,V2CdP2O10,-2.26979,-2.27260160446167,0.0028116044616699,,13.589624404907227,4.711472511291504,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,12,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-98801.vasp,data_shared/oxide/structures/POSCAR-JVASP-98801.vasp,data_shared/oxide/manifests/pool.csv,30,True,False,False
last_alignn_pool,balanced_pool_transform_fixed_test_nitride,50,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-97338,oxide,train,SiP2O7,-2.39113,-2.383741617202759,0.0073883827972411,,13.275975227355957,4.702713489532471,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,13,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-97338.vasp,data_shared/oxide/structures/POSCAR-JVASP-97338.vasp,data_shared/oxide/manifests/pool.csv,40,True,False,False
last_alignn_pool,balanced_pool_transform_fixed_test_nitride,50,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-43844,oxide,train,Li4Ti3V5O16,-2.71502,-2.7186408042907715,0.0036208042907714,,14.381180763244629,3.8240599632263184,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,14,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-43844.vasp,data_shared/oxide/structures/POSCAR-JVASP-43844.vasp,data_shared/oxide/manifests/pool.csv,28,True,False,False
last_alignn_pool,balanced_pool_transform_fixed_test_nitride,50,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-97505,oxide,train,V3H4O8,-1.68952,-1.6803582906723022,0.0091617093276976,,13.549357414245605,4.715534210205078,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,15,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-97505.vasp,data_shared/oxide/structures/POSCAR-JVASP-97505.vasp,data_shared/oxide/manifests/pool.csv,15,True,False,False
last_alignn_pool,balanced_pool_transform_fixed_test_nitride,50,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-49779,oxide,train,ZnSeO4,-0.95343,-0.9534981846809388,6.818468093872099e-05,,10.950982093811035,4.084688186645508,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,16,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-49779.vasp,data_shared/oxide/structures/POSCAR-JVASP-49779.vasp,data_shared/oxide/manifests/pool.csv,12,True,False,False
last_alignn_pool,balanced_pool_transform_fixed_test_nitride,50,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-98619,oxide,train,Sb2RuC6O6F12,-1.60264,-1.6028602123260498,0.0002202123260497,,9.635436058044434,3.541759729385376,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,17,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-98619.vasp,data_shared/oxide/structures/POSCAR-JVASP-98619.vasp,data_shared/oxide/manifests/pool.csv,54,True,False,False
last_alignn_pool,balanced_pool_transform_fixed_test_nitride,50,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-98504,oxide,train,Mn3Se3O10,-1.18451,-1.1796276569366455,0.0048823430633544,,11.55636978149414,4.144750118255615,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,18,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-98504.vasp,data_shared/oxide/structures/POSCAR-JVASP-98504.vasp,data_shared/oxide/manifests/pool.csv,32,True,False,False
last_alignn_pool,balanced_pool_transform_fixed_test_nitride,50,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-38326,oxide,train,RbCdO3,-0.49434,-0.4855917096138,0.0087482903861999,,11.244497299194336,3.491412401199341,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,19,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-38326.vasp,data_shared/oxide/structures/POSCAR-JVASP-38326.vasp,data_shared/oxide/manifests/pool.csv,5,True,False,False
last_alignn_pool,balanced_pool_transform_fixed_test_nitride,50,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-37208,oxide,train,SiPdO3,-1.3133,-1.314802646636963,0.0015026466369629,,12.88874340057373,4.418079376220703,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,20,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-37208.vasp,data_shared/oxide/structures/POSCAR-JVASP-37208.vasp,data_shared/oxide/manifests/pool.csv,5,True,False,False
last_alignn_pool,balanced_pool_transform_fixed_test_nitride,50,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-86443,oxide,train,Cu3P2O8,-1.53855,-1.53892183303833,0.0003718330383299,,12.79836368560791,4.418437957763672,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,21,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-86443.vasp,data_shared/oxide/structures/POSCAR-JVASP-86443.vasp,data_shared/oxide/manifests/pool.csv,13,True,False,False
last_alignn_pool,balanced_pool_transform_fixed_test_nitride,50,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-48649,oxide,train,MnFeP2O8,-1.96675,-1.9752451181411743,0.0084951181411743,,12.905256271362305,4.496783256530762,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,22,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-48649.vasp,data_shared/oxide/structures/POSCAR-JVASP-48649.vasp,data_shared/oxide/manifests/pool.csv,24,True,False,False
last_alignn_pool,balanced_pool_transform_fixed_test_nitride,50,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-38283,oxide,train,RbTlO3,-0.53253,-0.5244470834732056,0.0080829165267943,,11.189949989318848,3.490216016769409,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,23,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-38283.vasp,data_shared/oxide/structures/POSCAR-JVASP-38283.vasp,data_shared/oxide/manifests/pool.csv,5,True,False,False
last_alignn_pool,balanced_pool_transform_fixed_test_nitride,50,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-98620,oxide,train,BaH2C2O4,-1.55337,-1.5546178817749023,0.0012478817749024,,9.230510711669922,3.0093636512756348,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,24,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-98620.vasp,data_shared/oxide/structures/POSCAR-JVASP-98620.vasp,data_shared/oxide/manifests/pool.csv,36,True,False,False
last_alignn_pool,balanced_pool_transform_fixed_test_nitride,50,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-42544,oxide,train,V6O11F,-2.60109,-2.6056017875671387,0.0045117875671385,,14.446985244750977,4.654115200042725,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,25,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-42544.vasp,data_shared/oxide/structures/POSCAR-JVASP-42544.vasp,data_shared/oxide/manifests/pool.csv,18,True,False,False
last_alignn_pool,balanced_pool_transform_fixed_test_nitride,50,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-97865,oxide,train,Rb4CO4,-1.48861,-1.484518051147461,0.004091948852539,,13.155359268188477,2.0788381099700928,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,26,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-97865.vasp,data_shared/oxide/structures/POSCAR-JVASP-97865.vasp,data_shared/oxide/manifests/pool.csv,18,True,False,False
last_alignn_pool,balanced_pool_transform_fixed_test_nitride,50,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-38515,oxide,train,KAgO3,-0.2875,-0.2804142534732818,0.0070857465267181,,11.099299430847168,3.4810922145843506,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,27,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-38515.vasp,data_shared/oxide/structures/POSCAR-JVASP-38515.vasp,data_shared/oxide/manifests/pool.csv,5,True,False,False
last_alignn_pool,balanced_pool_transform_fixed_test_nitride,50,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-85793,oxide,train,TlCuHSeO5,-0.79153,-0.7842181324958801,0.0073118675041198,,10.754076957702637,3.9839024543762207,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,28,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-85793.vasp,data_shared/oxide/structures/POSCAR-JVASP-85793.vasp,data_shared/oxide/manifests/pool.csv,18,True,False,False
last_alignn_pool,balanced_pool_transform_fixed_test_nitride,50,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-22560,oxide,train,K2PdO2,-1.24162,-1.23983895778656,0.0017810422134398,,13.041173934936523,1.9939134120941162,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,29,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-22560.vasp,data_shared/oxide/structures/POSCAR-JVASP-22560.vasp,data_shared/oxide/manifests/pool.csv,5,True,False,False
last_alignn_pool,balanced_pool_transform_fixed_test_nitride,50,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-98455,oxide,train,AsPO5,-1.63714,-1.6336748600006104,0.0034651399993896,,12.780180931091309,4.480946063995361,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,30,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-98455.vasp,data_shared/oxide/structures/POSCAR-JVASP-98455.vasp,data_shared/oxide/manifests/pool.csv,28,True,False,False
last_alignn_pool,balanced_pool_transform_fixed_test_nitride,50,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-42416,oxide,train,Na4WO4,-1.95251,-1.947589874267578,0.0049201257324218,,13.390666961669922,2.478393077850342,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,31,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-42416.vasp,data_shared/oxide/structures/POSCAR-JVASP-42416.vasp,data_shared/oxide/manifests/pool.csv,9,True,False,False
last_alignn_pool,balanced_pool_transform_fixed_test_nitride,50,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-42811,oxide,train,Li4CoO2F2,-2.19315,-2.198456048965454,0.0053060489654539,,13.880237579345703,2.538776397705078,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,32,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-42811.vasp,data_shared/oxide/structures/POSCAR-JVASP-42811.vasp,data_shared/oxide/manifests/pool.csv,9,True,False,False
last_alignn_pool,balanced_pool_transform_fixed_test_nitride,50,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-97509,oxide,train,NpO2F2,-2.64794,-2.657621383666992,0.009681383666992,,13.406817436218262,6.677767753601074,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,33,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-97509.vasp,data_shared/oxide/structures/POSCAR-JVASP-97509.vasp,data_shared/oxide/manifests/pool.csv,5,True,False,False
last_alignn_pool,balanced_pool_transform_fixed_test_nitride,50,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-48475,oxide,train,Mn3O2F4,-2.20488,-2.2087669372558594,0.0038869372558592,,12.091795921325684,3.185587167739868,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,34,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-48475.vasp,data_shared/oxide/structures/POSCAR-JVASP-48475.vasp,data_shared/oxide/manifests/pool.csv,18,True,False,False
last_alignn_pool,balanced_pool_transform_fixed_test_nitride,50,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-32,oxide,train,Al2O3,-3.31332,-3.318005084991455,0.004685084991455,,14.10724925994873,5.762368679046631,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,35,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-32.vasp,data_shared/oxide/structures/POSCAR-JVASP-32.vasp,data_shared/oxide/manifests/pool.csv,10,True,False,False
last_alignn_pool,balanced_pool_transform_fixed_test_nitride,50,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-43306,oxide,train,Ni2PO5,-1.47396,-1.4729769229888916,0.0009830770111083,,12.836568832397461,4.400169372558594,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,36,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-43306.vasp,data_shared/oxide/structures/POSCAR-JVASP-43306.vasp,data_shared/oxide/manifests/pool.csv,16,True,False,False
last_alignn_pool,balanced_pool_transform_fixed_test_nitride,50,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-85718,oxide,train,BaTiO3,-2.50585,-2.5253396034240723,0.0194896034240721,,13.854432106018066,6.503108978271484,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,37,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-85718.vasp,data_shared/oxide/structures/POSCAR-JVASP-85718.vasp,data_shared/oxide/manifests/pool.csv,5,True,False,False
last_alignn_pool,balanced_pool_transform_fixed_test_nitride,50,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-98511,oxide,train,Dy6Fe16O,-0.39043,-0.3869128823280334,0.0035171176719665,,1.5491961240768433,4.3536858558654785,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,38,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-98511.vasp,data_shared/oxide/structures/POSCAR-JVASP-98511.vasp,data_shared/oxide/manifests/pool.csv,23,True,False,False
last_alignn_pool,balanced_pool_transform_fixed_test_nitride,50,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-42633,oxide,train,LiMn2P2O8,-2.07238,-2.0737991333007812,0.0014191333007813,,13.345585823059082,4.20375394821167,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,39,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-42633.vasp,data_shared/oxide/structures/POSCAR-JVASP-42633.vasp,data_shared/oxide/manifests/pool.csv,26,True,False,False
last_alignn_pool,balanced_pool_transform_fixed_test_nitride,50,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-97397,oxide,train,Na2Nb4O11,-2.67293,-2.672628879547119,0.0003011204528808,,14.136277198791504,4.62684440612793,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,40,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-97397.vasp,data_shared/oxide/structures/POSCAR-JVASP-97397.vasp,data_shared/oxide/manifests/pool.csv,34,True,False,False
last_alignn_pool,balanced_pool_transform_fixed_test_nitride,50,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-97820,oxide,train,Na2Si2O5,-2.66628,-2.667180061340332,0.000900061340332,,13.860878944396973,4.182074069976807,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,41,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-97820.vasp,data_shared/oxide/structures/POSCAR-JVASP-97820.vasp,data_shared/oxide/manifests/pool.csv,36,True,False,False
last_alignn_pool,balanced_pool_transform_fixed_test_nitride,50,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-98627,oxide,train,Na2Si3H2O8,-2.37961,-2.3816580772399902,0.0020480772399902,,13.756670951843262,4.369406223297119,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,42,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-98627.vasp,data_shared/oxide/structures/POSCAR-JVASP-98627.vasp,data_shared/oxide/manifests/pool.csv,60,True,False,False
last_alignn_pool,balanced_pool_transform_fixed_test_nitride,50,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-98057,oxide,train,BaY6Si3B6O24F2,-3.32431,-3.323547840118408,0.0007621598815918,,13.868123054504395,6.113529205322266,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,43,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-98057.vasp,data_shared/oxide/structures/POSCAR-JVASP-98057.vasp,data_shared/oxide/manifests/pool.csv,42,True,False,False
last_alignn_pool,balanced_pool_transform_fixed_test_nitride,50,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-98513,oxide,train,Bi5IO7,-1.30868,-1.3075634241104126,0.0011165758895874,,11.17021656036377,4.694826126098633,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,44,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-98513.vasp,data_shared/oxide/structures/POSCAR-JVASP-98513.vasp,data_shared/oxide/manifests/pool.csv,26,True,False,False
last_alignn_pool,balanced_pool_transform_fixed_test_nitride,50,0.1,42,True,none,euclidean,balanced_pool_set,fit_balanced_transform_fixed_test_nitride,balanced_pool_set,JVASP-97877,oxide,train,Ca4P6O19,-2.74612,-2.7424063682556152,0.0037136317443846,,13.738767623901367,5.234482765197754,artifacts/embedding_analysis/embeddings/balanced_pool/structure_embeddings.npz,last_alignn_pool,45,256,alignn_layers.3,model.alignn_layers[3],POSCAR-JVASP-97877.vasp,data_shared/oxide/structures/POSCAR-JVASP-97877.vasp,data_shared/oxide/manifests/pool.csv,58,True,False,False
